what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1559135381502
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1559135381955
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1559135387955
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1559135392127
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1559135413080
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1559135434242
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1559135535219
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1559135579078
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1559135583891
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1559135592985
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559135595516
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559135596485
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559135626974
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559135628052
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1559135669479
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559135674166
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559135674229
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559135674260
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559135675260
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1559135675276
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1559135697854
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559135709673
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559135742126
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1559135755845
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1559135757611
