what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1559134373747
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1559134376638
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1559134380560
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559134453955
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559134457815
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559134458846
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559134460237
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1559134480366
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1559134482467
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1559134488471
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1559134494955
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1559134497384
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1559134500119
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1559134505846
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1559134507122
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1559134509200
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1559134511075
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1559134514779
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1559134515794
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1559134517248
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559134527888
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559134530044
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559134561454
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559134564923
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1559134567595
